urn:cts:oldpersian:D.Pe.hc:1,"urn:cite:oldpersian:img.titus_dpe@0.02,0.0387,0.9625,0.044"
urn:cts:oldpersian:D.Pe.hc:2,"urn:cite:oldpersian:img.titus_dpe@0.0238,0.0787,0.9625,0.044"
urn:cts:oldpersian:D.Wc.hc:10,"urn:cite:oldpersian:img.DWc_livius@0.2147,0.3467,0.3718,0.075"
urn:cts:oldpersian:D.Wc.hc:9,"urn:cite:oldpersian:img.DWc_livius@0.2147,0.305,0.5865,0.0683"
urn:cts:oldpersian:D.Wc.hc:8,"urn:cite:oldpersian:img.DWc_livius@0.2048,0.2583,0.5865,0.0617"
urn:cts:oldpersian:D.Wc.hc:7,"urn:cite:oldpersian:img.DWc_livius@0.2068,0.2083,0.5865,0.0617"
urn:cts:oldpersian:D.Wc.hc:6,"urn:cite:oldpersian:img.DWc_livius@0.1988,0.1583,0.6044,0.065"
urn:cts:oldpersian:D.Wc.hc:5,"urn:cite:oldpersian:img.DWc_livius@0.2028,0.1167,0.6044,0.065"
urn:cts:oldpersian:D.Wc.hc:4,"urn:cite:oldpersian:img.DWc_livius@0.2187,0.0717,0.5905,0.0733"
urn:cts:oldpersian:D.Wc.hc:3,"urn:cite:oldpersian:img.DWc_livius@0.2087,0.0517,0.5905,0.0567"
urn:cts:oldpersian:D.Wc.hc:2,"urn:cite:oldpersian:img.DWc_livius@0.1988,0.055,0.5964,0.0533"
urn:cts:oldpersian:D.Wc.hc:1,"urn:cite:oldpersian:img.DWc_livius@0.2187,0.0383,0.5746,0.0583"
